House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
93,Kelly Pass,Olivia,Smith-Edwards,56,Head,Married,Female,Insurance account manager,None,Christian
93,Kelly Pass,Brandon,Smith-Edwards,57,Husband,Married,Male,Architect,None,Christian
94,Kelly Pass,Lauren,Thomas,35,Head,Single,Female,Claims inspector/assessor,None,Catholic
94,Kelly Pass,Amanda,Thomas,3,Daughter,NA,Female,Child,None,NA
95,Kelly Pass,Roy,Wells,69,Head,Divorced,Male,Retired Medical sales representative,None,None
96,Kelly Pass,Danielle,Gill,22,Head,Single,Female,Maintenance engineer,None,None
97,Kelly Pass,Jacob,Smith,19,Head,Single,Male,University Student,None,Catholic
98,Kelly Pass,Bethan,Welch,36,Head,Single,Female,Education administrator,None,Christian
99,Kelly Pass,Natalie,Reid,84,Head,Widowed,Female,Retired Camera operator,None,Christian
100,Kelly Pass,Victor,Sinclair,81,Head,Widowed,Male,Retired Community pharmacist,None,Catholic
101,Kelly Pass,Rita,Jones,84,Head,Married,Female,Retired Camera operator,None,Christian
101,Kelly Pass,Adam,Jones,86,Husband,Married,Male,Retired Contracting civil engineer,None,None
102,Kelly Pass,Tracey,Howell,74,Head,Widowed,Female,Retired Interior and spatial designer,None,None
103,Kelly Pass,Samantha,Robinson,56,Head,Married,Female,Physiotherapist,None,Christian
103,Kelly Pass,Jay,Robinson,61,Husband,Married,Male,IT technical support officer,None,Christian
103,Kelly Pass,Anna,Robinson,40,Daughter,Single,Female,Public relations officer,None,Christian
104,Kelly Pass,Joanne,Patel,48,Head,Single,Female,Soil scientist,None,Catholic
105,Kelly Pass,Alan,Williams,34,Head,Divorced,Male,Forest/woodland manager,None,Christian
106,Kelly Pass,David,Lloyd,42,Head,Single,Male,Unemployed,None,Muslim
107,Kelly Pass,Joyce,Hammond,45,Head,Divorced,Female,Unemployed,None,None
107,Kelly Pass,Adam,Hammond,14,Son,NA,Male,Student,None,NA
108,Kelly Pass,Gail,Harrison,76,Head,Single,Female,"Retired Engineer, automotive",None,Catholic
109,Kelly Pass,Jamie,Harvey,52,Head,Single,Male,"Psychotherapist, child",None,Christian
109,Kelly Pass,Victoria,Harvey,25,Daughter,Widowed,Female,Chief Strategy Officer,None,Christian
110,Kelly Pass,Bradley,Hartley,24,Head,Single,Male,Chartered loss adjuster,None,Catholic
110,Kelly Pass,Nicola,Hutchinson,22,Partner,Single,Female,University Student,None,Catholic
111,Kelly Pass,Jacqueline,Watson,85,Head,Single,Female,Retired Hydrologist,None,None
112,Kelly Pass,Lisa,Patel,55,Head,Widowed,Female,Unemployed,None,Christian
112,Kelly Pass,Stephen,Patel,10,Son,NA,Male,Student,None,NA
113,Kelly Pass,Harry,Smith,31,Head,Single,Male,Broadcast engineer,None,None
114,Kelly Pass,Francis,Chambers-Gould,32,Head,Married,Male,Recruitment consultant,None,Christian
114,Kelly Pass,Suzanne,Chambers-Gould,34,Wife,Married,Female,Environmental consultant,None,Christian
115,Kelly Pass,Marie,Martin,29,Head,Married,Female,Waste management officer,None,Catholic
115,Kelly Pass,Trevor,Martin,30,Husband,Married,Male,Investment analyst,None,None
115,Kelly Pass,Geraldine,Martin,12,Daughter,NA,Female,Student,None,NA
116,Kelly Pass,Matthew,Jackson,70,Head,Married,Male,"Retired Programmer, multimedia",None,Methodist
116,Kelly Pass,Jasmine,Jackson,75,Wife,Married,Female,Unemployed,None,Methodist
117,Kelly Pass,Glenn,Reed,41,Head,Divorced,Male,"Conservation officer, historic buildings",None,Christian
117,Kelly Pass,Damian,Reed,3,Son,NA,Male,Child,None,NA
117,Kelly Pass,Josephine,Reed,2,Daughter,NA,Female,Child,None,NA
118,Kelly Pass,Benjamin,Chandler,73,Head,Divorced,Male,Retired Dancer,None,None
119,Kelly Pass,Timothy,Kemp,51,Head,Single,Male,Unemployed,None,Christian
120,Kelly Pass,Bruce,Howard,42,Head,Divorced,Male,"Engineer, civil (consulting)",None,Catholic
121,Kelly Pass,Maureen,Armstrong,27,Head,Single,Female,Tourism officer,None,None
122,Kelly Pass,Kathleen,Harris,78,Head,Widowed,Female,"Retired Surveyor, land/geomatics",None,Sikh
123,Kelly Pass,Declan,Rogers,31,Head,Married,Male,Illustrator,None,Catholic
123,Kelly Pass,Leanne,Rogers,27,Wife,Married,Female,Unemployed,None,None
124,Kelly Pass,Jade,Read,53,Head,Single,Female,Sports administrator,None,Christian
125,Kelly Pass,Eileen,Day,50,Head,Single,Female,Unemployed,None,None
126,Kelly Pass,Kelly,Morrison,41,Head,Married,Female,Textile designer,None,Catholic
126,Kelly Pass,Keith,Martin,45,Husband,Married,Male,"Engineer, civil (consulting)",None,Catholic
127,Kelly Pass,Robin,Martin,63,Head,Divorced,Male,Science writer,None,Christian
128,Kelly Pass,Cameron,Ball,55,Head,Married,Male,Mining engineer,None,None
128,Kelly Pass,Tracey,Ball,53,Wife,Married,Female,"Psychologist, sport and exercise",None,None
128,Kelly Pass,Tom,Ball,32,Son,Single,Male,Conference centre manager,None,None
129,Kelly Pass,Hayley,Stephenson,47,Head,Single,Female,Unemployed,None,None
129,Kelly Pass,Nicholas,Stephenson,22,Son,Single,Male,University Student,None,None
129,Kelly Pass,Barbara,Stephenson,21,Daughter,Single,Female,University Student,None,None
130,Kelly Pass,Jemma,Scott,71,Head,Widowed,Female,"Retired Pilot, airline",None,Christian
131,Kelly Pass,Shane,Rhodes,61,Head,Divorced,Male,Mudlogger,None,Christian
132,Kelly Pass,Bradley,Anderson,56,Head,Divorced,Male,"Research officer, political party",None,Christian
133,Kelly Pass,Tracy,Thomas,36,Head,Single,Female,Clinical psychologist,None,Catholic
134,Kelly Pass,Holly,Bell,48,Head,Single,Female,Unemployed,None,Christian
134,Kelly Pass,Jonathan,Bell,13,Son,NA,Male,Student,None,NA
135,Kelly Pass,Hannah,Perry,70,Head,Divorced,Female,Retired Clinical cytogeneticist,None,Christian
136,Kelly Pass,Toby,Ingram,28,Head,Married,Male,Unemployed,None,None
136,Kelly Pass,Sara,Ingram,30,Wife,Married,Female,"Presenter, broadcasting",None,None
137,Kelly Pass,Kevin,Roberts,18,Head,Single,Male,Student,None,NA
137,Kelly Pass,Julie,Robinson,55,None,Single,Female,Private music teacher,None,Christian
138,Kelly Pass,Josh,Harrison,66,Head,Married,Male,Energy engineer,None,None
138,Kelly Pass,Elizabeth,Harrison,68,Wife,Married,Female,Retired Clinical biochemist,None,None
139,Kelly Pass,Steven,Read,68,Head,Widowed,Male,"Retired Therapist, sports",None,Christian
140,Kelly Pass,Billy,Robinson,30,Head,Single,Male,Media planner,None,None
141,Kelly Pass,Dawn,Roberts,30,Head,Single,Female,"Engineer, water",None,None
141,Kelly Pass,Dennis,Hardy,34,None,Single,Male,"Lighting technician, broadcasting/film/video",None,None
142,Kelly Pass,Jayne,Chan,92,Head,Widowed,Female,Retired Radiation protection practitioner,None,Catholic
143,Kelly Pass,Mohammed,Taylor,79,Head,Widowed,Male,Retired Furniture conservator/restorer,None,Christian
144,Kelly Pass,Arthur,Jordan,36,Head,Single,Male,Television camera operator,None,None
145,Kelly Pass,Lauren,Taylor,44,Head,Divorced,Female,Agricultural engineer,None,Christian
146,Kelly Pass,Max,Shaw,65,Head,Widowed,Male,Unemployed,None,Christian
147,Kelly Pass,Kevin,Jones,43,Head,Single,Male,"Administrator, local government",None,Christian
148,Kelly Pass,Clifford,Green,45,Head,Single,Male,Television production assistant,None,Catholic
148,Kelly Pass,Joe,Frost,51,Cousin,Divorced,Male,Unemployed,Unknown Infection,Catholic
149,Kelly Pass,Danielle,Holmes,51,Head,Single,Female,Unemployed,None,None
149,Kelly Pass,Jayne,Holmes,12,Daughter,NA,Female,Student,None,NA
149,Kelly Pass,Holly,Holmes,12,Daughter,NA,Female,Student,Mental Disability,NA
150,Kelly Pass,Tony,Taylor,60,Head,Single,Male,"Accountant, chartered",None,None
151,Kelly Pass,Hannah,Ward,28,Head,Single,Female,Medical physicist,None,Christian
151,Kelly Pass,Frank,Brown,31,Partner,Single,Male,Magazine journalist,None,None
152,Kelly Pass,Hayley,Rees,26,Head,Single,Female,Private music teacher,None,Catholic
152,Kelly Pass,Thomas,Buckley,28,Partner,Single,Male,Unemployed,None,Catholic
153,Kelly Pass,Linda,Oliver,44,Head,Single,Female,Retail manager,None,Catholic
154,Kelly Pass,Gail,Cook,79,Head,Widowed,Female,Retired Event organiser,None,Catholic
155,Kelly Pass,Lisa,Khan,58,Head,Single,Female,Unemployed,None,Christian
156,Kelly Pass,Brenda,Thompson,37,Head,Married,Female,Geoscientist,None,Catholic
156,Kelly Pass,Phillip,Thompson,35,Husband,Married,Male,Fisheries officer,None,Catholic
157,Kelly Pass,Ross,Lloyd,71,Head,Widowed,Male,Retired Public relations officer,None,Christian
158,Kelly Pass,Alison,Page,64,Head,Divorced,Female,"Engineer, mining",None,Christian
159,Kelly Pass,Joanne,Jones,28,Head,Single,Female,Product designer,None,Christian
159,Kelly Pass,Donald,Morgan,26,Lodger,Single,Male,Occupational psychologist,None,None
160,Kelly Pass,Leigh,Barber,74,Head,Widowed,Male,Retired Tourist information centre manager,None,None
161,Kelly Pass,Aimee,Ellis,72,Head,Divorced,Female,Retired Electrical engineer,None,Christian
162,Kelly Pass,Nicola,Jones,28,Head,Divorced,Female,"Engineer, site",None,None
163,Kelly Pass,Valerie,Evans,45,Head,Single,Female,Unemployed,None,Catholic
163,Kelly Pass,Glenn,Cooper,48,None,Single,Male,Site engineer,None,Methodist
164,Kelly Pass,Nathan,Smith,46,Head,Married,Male,Metallurgist,None,Christian
164,Kelly Pass,Jenna,Smith,46,Wife,Married,Female,Database administrator,None,Christian
164,Kelly Pass,Chloe,Smith,24,Daughter,Single,Female,"Teacher, music",None,Christian
165,Kelly Pass,Shirley,Simpson,28,Head,Single,Female,Newspaper journalist,None,Catholic
165,Kelly Pass,Shirley,Simpson,2,Daughter,NA,Female,Child,None,NA
166,Kelly Pass,Debra,Young,67,Head,Widowed,Female,"Buyer, retail",None,Christian
167,Kelly Pass,Mitchell,Martin,100,Head,Divorced,Male,Retired Ship broker,None,Christian
168,Kelly Pass,Glenn,Marsden,67,Head,Widowed,Male,Exercise physiologist,None,None
169,Kelly Pass,Amelia,Jarvis,40,Head,Single,Female,Herpetologist,None,None
169,Kelly Pass,Adrian,Baxter,42,Partner,Single,Male,Leisure centre manager,None,None
169,Kelly Pass,Ben,Allen-Jarvis,9,Son,NA,Male,Student,None,NA
170,Kelly Pass,Tracey,Robinson,86,Head,Married,Female,Retired Call centre manager,None,Methodist
170,Kelly Pass,Charles,Robinson,84,Husband,Married,Male,Retired Web designer,None,None
171,Kelly Pass,Simon,Yates,62,Head,Single,Male,"Designer, textile",None,Christian
172,Kelly Pass,Karen,Hill,46,Head,Single,Female,"Engineer, site",None,Christian
172,Kelly Pass,Mary,Carr,12,Neice,NA,Female,Student,None,NA
173,Kelly Pass,Rachael, ,55,Head,Single,Female,Unemployed,None,None
173,Kelly Pass,Ruth,Field,27,Daughter,Single,Female,Unemployed,None,None
174,Kelly Pass,Melissa,Webster,34,Head,Married,Female,"Scientist, marine",None,Christian
174,Kelly Pass,Kieran,Webster,36,Husband,Married,Male,Advertising copywriter,None,Christian
175,Kelly Pass,Rita,Payne,77,Head,Widowed,Female,Retired Housing manager/officer,None,Catholic
176,Kelly Pass,Susan,Smith,67,Head,Widowed,Female,Forest/woodland manager,None,Methodist
177,Kelly Pass,Maureen,Potter,77,Head,Married,Female,Retired Marketing executive,None,None
177,Kelly Pass,Jay,Potter,89,Husband,Married,Male,"Retired Engineer, building services",None,None
178,Kelly Pass,Sarah,Edwards,82,Head,Widowed,Female,"Retired Lecturer, further education",None,Methodist
179,Kelly Pass,Rhys,Rowe,40,Head,Single,Male,Product designer,None,None
180,Kelly Pass,Peter,Smith,59,Head,Single,Male,Software engineer,None,Christian
181,Kelly Pass,Lynda,Sharpe,79,Head,Widowed,Female,Retired Sub,None,Catholic
182,Kelly Pass,Rachel,Wood,80,Head,Widowed,Female,Retired Event organiser,None,Christian
183,Kelly Pass,Gordon,Ryan,50,Head,Single,Male,Speech and language therapist,None,None
184,Kelly Pass,Maurice,Green,56,Head,Married,Male,Marine scientist,None,Christian
184,Kelly Pass,Chloe,Green,51,Wife,Married,Female,"Civil engineer, contracting",Mental Disability,Christian
185,Kelly Pass,Mark,Sharpe,68.92307765,Head,Married,Male,"Retired Geneticist, molecular",None,Christian
185,Kelly Pass,Yvonne,Sharpe,66.92307765,Wife,Married,Female,Customer service manager,None,None
185,Kelly Pass,Sheila,Sharpe,17,Daughter,NA,Female,Student,None,NA
185,Kelly Pass,Beverley,Sharpe,13,Daughter,NA,Female,Student,None,NA
186,Kelly Pass,Rosie,Patel,32,Head,Divorced,Female,Research scientist (maths),None,Catholic
187,Kelly Pass,Garry,Weston,63,Head,Divorced,Male,Comptroller,None,None
188,Kelly Pass,Damien,Chapman,23,Head,Single,Male,TEFL teacher,None,Muslim
189,Kelly Pass,Danny,Wright,81,Head,Widowed,Male,Retired Colour technologist,None,None
190,Kelly Pass,Maria,Lord,45,Head,Single,Female,Barrister's clerk,None,None
191,Kelly Pass,Joyce,Newton,21,Head,Divorced,Female,University Student,None,Christian
192,Kelly Pass,Amy,Smith,16,Head,Divorced,Female,Student,None,NA
192,Kelly Pass,Guy,Smith,0,Son,NA,Male,Child,None,NA
193,Kelly Pass,Frank,Chambers,19,Head,Single,Male,University Student,Unknown Infection,Catholic
194,Kelly Pass,Pauline,Knowles,55,Head,Single,Female,Interior and spatial designer,None,Christian
195,Kelly Pass,Shaun,Lane,21,Head,Single,Male,University Student,None,Muslim
195,Kelly Pass,Michelle,Bevan,19,Partner,Single,Female,University Student,None,None
196,Kelly Pass,Lee,Hanson,63,Head,Married,Male,Visual merchandiser,None,None
196,Kelly Pass,Ann,Hanson,61,Wife,Married,Female,Purchasing manager,None,None
197,Kelly Pass,Hugh,O'Neill,72,Head,Divorced,Male,Retired Community education officer,None,Catholic
198,Kelly Pass,Martin,Hawkins,94,Head,Married,Male,Retired Energy manager,None,Methodist
198,Kelly Pass,Kayleigh,Hawkins,92,Wife,Married,Female,Retired Transport planner,None,None
199,Kelly Pass,Brian,Wood,52,Head,Single,Male,Colour technologist,None,Christian
200,Kelly Pass,Lawrence,Hobbs,25,Head,Single,Male,Hospital doctor,None,None
200,Kelly Pass,Daniel,Stanley,35,None,Single,Male,Purchasing manager,None,Catholic
200,Kelly Pass,Olivia,Walsh,26,None,Single,Female,"Teacher, adult education",None,Methodist
201,Kelly Pass,Lisa,Skinner,41,Head,Married,Female,Plant breeder/geneticist,None,Christian
201,Kelly Pass,Bruce,Skinner,41,Husband,Married,Male,Management consultant,None,None
201,Kelly Pass,Carol,Skinner,16,Daughter,NA,Female,Student,None,NA
202,Kelly Pass,Harriet,Grant,66,Head,Widowed,Female,Chiropodist,None,Christian
203,Kelly Pass,Laura,Davies,74,Head,Widowed,Female,"Retired Presenter, broadcasting",None,Christian
204,Kelly Pass,Laura,Lloyd,57,Head,Single,Female,"Programme researcher, broadcasting/film/video",None,None
205,Kelly Pass,Jean,Howarth,46,Head,Married,Female,"Teacher, music",None,Christian
205,Kelly Pass,Liam,Howarth-Morley,49,Husband,Married,Male,Legal secretary,None,Christian
205,Kelly Pass,Steven,Howarth-Morley,20,Son,Divorced,Male,University Student,None,Christian
206,Kelly Pass,Kate,Bennett,81,Head,Single,Female,"Retired Psychologist, educational",None,Christian
207,Kelly Pass,Lynn,Smith,59,Head,Single,Female,Landscape architect,None,Jewish
207,Kelly Pass,Patrick,Taylor,63,Partner,Single,Male,Unemployed,None,None
208,Kelly Pass,Carolyn,Owens,72,Head,Married,Female,Retired Pension scheme manager,None,None
208,Kelly Pass,Jordan,Owens,74,Husband,Married,Male,Retired Astronomer,None,None
209,Kelly Pass,Gregory,Schofield,79,Head,Widowed,Male,Retired Chief of Staff,None,Christian
210,Kelly Pass,Jacqueline,Taylor,20,Head,Single,Female,University Student,None,None
210,Kelly Pass,Roy,Jennings,21,None,Single,Male,University Student,None,None
210,Kelly Pass,Eleanor,Clements,20,None,Single,Female,University Student,None,NA
211,Kelly Pass,Victoria,James,58,Head,Divorced,Female,Media planner,None,Christian
1,Cinnamonclub Street,Maureen,Cook,59,Head,Married,Female,Careers adviser,None,Catholic
1,Cinnamonclub Street,Vincent,Cook,61,Husband,Married,Male,Personnel officer,None,Catholic
1,Cinnamonclub Street,Grace,Cook,18,Daughter,Single,Female,Student,None,None
1,Cinnamonclub Street,Teresa,Cook,13,Daughter,NA,Female,Student,None,NA
2,Cinnamonclub Street,Alice,Williams,36,Head,Married,Female,Patent examiner,None,Catholic
2,Cinnamonclub Street,Tony,Williams,40,Husband,Married,Male,"Scientist, research (maths)",None,Catholic
2,Cinnamonclub Street,Hayley,Williams,9,Daughter,NA,Female,Student,None,NA
2,Cinnamonclub Street,Charlie,Williams,8,Son,NA,Male,Student,None,NA
2,Cinnamonclub Street,Margaret,Williams,8,Daughter,NA,Female,Student,None,NA
2,Cinnamonclub Street,Shannon,Harris-Williams,4,Daughter,NA,Female,Child,None,NA
3,Cinnamonclub Street,Ben,Wilson,41,Head,Married,Male,International aid/development worker,None,None
3,Cinnamonclub Street,Suzanne,Wilson,38,Wife,Married,Female,Podiatrist,None,None
3,Cinnamonclub Street,Grace,Wilson,15,Neice,NA,Female,Student,None,NA
3,Cinnamonclub Street,Diane,Wilson,11,Neice,NA,Female,Student,None,NA
4,Cinnamonclub Street,Jordan,Price,74,Head,Married,Male,"Retired Investment banker, operational",None,None
4,Cinnamonclub Street,Josephine,Price,76,Wife,Married,Female,Retired Chartered accountant,None,None
5,Cinnamonclub Street,Melissa,Potts,26,Head,Divorced,Female,Building surveyor,None,Christian
6,Cinnamonclub Street,Mandy,Phillips,55,Head,Single,Female,Actor,None,Christian
6,Cinnamonclub Street,Maurice,French,54,Partner,Single,Male,Advice worker,None,Christian
6,Cinnamonclub Street,Kate,Phillips,23,Daughter,Single,Female,Office manager,None,None
6,Cinnamonclub Street,Ellie,Phillips,0,Daughter,NA,Female,Child,None,NA
7,Cinnamonclub Street,Hannah,Roberts,26,Head,Married,Female,Dance movement psychotherapist,None,Christian
7,Cinnamonclub Street,Joel,Roberts,26,Husband,Married,Male,Illustrator,None,Christian
7,Cinnamonclub Street,Katy,Jones-Roberts,4,Daughter,NA,Female,Child,None,NA
7,Cinnamonclub Street,Margaret,Jones-Roberts,4,Daughter,NA,Female,Child,None,NA
8,Cinnamonclub Street,Mary,Harding,39,Head,Single,Female,"Scientist, marine",None,Catholic
8,Cinnamonclub Street,Arthur,Barlow,42,Partner,Single,Male,Secretary/administrator,None,None
9,Cinnamonclub Street,Jill,Edwards,39,Head,Married,Female,Veterinary surgeon,None,Methodist
9,Cinnamonclub Street,Roy,Edwards,48,Husband,Married,Male,Insurance broker,None,Catholic
9,Cinnamonclub Street,Clifford,Edwards,15,Son,NA,Male,Student,None,NA
9,Cinnamonclub Street,Maurice,Edwards,11,Son,NA,Male,Student,None,NA
10,Cinnamonclub Street,Beverley,Grant,55,Head,Married,Female,Sub,None,None
10,Cinnamonclub Street,Roger,Grant,55,Husband,Married,Male,"Nurse, adult",None,None
10,Cinnamonclub Street,Carly,Grant,24,Daughter,Divorced,Female,Private music teacher,None,None
10,Cinnamonclub Street,Joshua,Grant,21,Son,Divorced,Male,University Student,None,None
10,Cinnamonclub Street,Jessica,Grant,17,Daughter,NA,Female,Student,None,NA
10,Cinnamonclub Street,Alison,Grant,13,Daughter,NA,Female,Student,None,NA
11,Cinnamonclub Street,Kate,Blake,56,Head,Married,Female,"Administrator, Civil Service",None,None
11,Cinnamonclub Street,Andrew,Blake,57,Husband,Married,Male,Hydrogeologist,None,None
11,Cinnamonclub Street,Kathleen,Higgins,11,Granddaughter,NA,Female,Student,None,NA
11,Cinnamonclub Street,Jonathan,Dixon,11,Grandson,NA,Male,Student,None,NA
12,Cinnamonclub Street,Pamela,Ross,62,Head,Divorced,Female,Licensed conveyancer,None,Christian
12,Cinnamonclub Street,Georgina,Ross,33,Daughter,Widowed,Female,Statistician,None,None
12,Cinnamonclub Street,Stewart,Ross,32,Son,Divorced,Male,"Teacher, special educational needs",None,Christian
13,Cinnamonclub Street,Shannon,Holmes,51.26787949,Head,Single,Female,Unemployed,None,None
13,Cinnamonclub Street,Jeffrey,Holmes,1,Son,NA,Male,Child,None,NA
13,Cinnamonclub Street,Keith,Harper,27,Lodger,Divorced,Male,"Engineer, aeronautical",None,None
13,Cinnamonclub Street,Maurice,Wong,64,Lodger,Single,Male,Musician,None,Christian
14,Cinnamonclub Street,Ellie,Joyce,44,Head,Single,Female,Tax inspector,None,Methodist
14,Cinnamonclub Street,Trevor,Smith,45,Partner,Single,Male,Heritage manager,None,None
14,Cinnamonclub Street,Malcolm,Joyce,21,Son,Divorced,Male,University Student,None,Methodist
14,Cinnamonclub Street,Marian,Joyce,13,Daughter,NA,Female,Student,None,NA
15,Cinnamonclub Street,Donald,Knight,63,Head,Married,Male,"Surveyor, planning and development",None,Christian
15,Cinnamonclub Street,Jemma,Knight,66,Wife,Married,Female,Orthoptist,None,Christian
15,Cinnamonclub Street,Fiona,Knight,39,Daughter,Single,Female,Water engineer,None,Christian
15,Cinnamonclub Street,Arthur,Knight,37,Son,Single,Male,Public relations officer,None,Christian
16,Cinnamonclub Street,Lindsey,Anderson,29,Head,Single,Female,Podiatrist,None,None
16,Cinnamonclub Street,Carol,Evans,57,None,Single,Female,Quantity surveyor,None,Methodist
16,Cinnamonclub Street,Cheryl,Jackson,21,None,Single,Female,University Student,None,Catholic
16,Cinnamonclub Street,Donald,Ingram,26,None,Single,Male,Immigration officer,None,None
16,Cinnamonclub Street,Sharon,Newton,25,None,Single,Female,Electronics engineer,None,Catholic
17,Cinnamonclub Street,Stacey,Hall,66,Head,Widowed,Female,Merchant navy officer,None,Christian
1,Bassenthwaite Forks,Lorraine,Baldwin,51,Head,Married,Female,Food technologist,None,Christian
1,Bassenthwaite Forks,Frank,Baldwin,53,Husband,Married,Male,Unemployed,None,Christian
1,Bassenthwaite Forks,Andrea,Baldwin,14,Daughter,NA,Female,Student,None,NA
2,Bassenthwaite Forks,Matthew,Hussain,33,Head,Single,Male,Unemployed,None,Catholic
3,Bassenthwaite Forks,Claire,Edwards,30,Head,Single,Female,"Administrator, charities/voluntary organisations",None,Christian
4,Bassenthwaite Forks,Sharon,Holmes,83,Head,Married,Female,Retired Petroleum engineer,None,Christian
4,Bassenthwaite Forks,Allan,Holmes,88,Husband,Married,Male,Retired Clinical psychologist,None,None
5,Bassenthwaite Forks,Paige,Evans,59,Head,Married,Female,Barista,None,Christian
5,Bassenthwaite Forks,Kenneth,Evans,56,Husband,Married,Male,Advertising account executive,None,Christian
5,Bassenthwaite Forks,Stephen,Evans,23,Son,Single,Male,Forensic psychologist,None,Christian
5,Bassenthwaite Forks,Sian,Evans,17,Daughter,NA,Female,Student,None,NA
6,Bassenthwaite Forks,Rosie,Dennis,65,Head,Married,Female,Control and instrumentation engineer,None,Sikh
6,Bassenthwaite Forks,Ronald,Dennis,64,Husband,Married,Male,Patent attorney,None,Sikh
7,Bassenthwaite Forks,Katy,White,45,Head,Divorced,Female,Conference centre manager,None,Catholic
7,Bassenthwaite Forks,Sandra,White,21,Step-Daughter,Divorced,Female,University Student,None,Catholic
7,Bassenthwaite Forks,Eleanor,Thomas,17,Step-Daughter,NA,Female,Student,None,NA
7,Bassenthwaite Forks,Joseph,Woods,15,Step-Son,NA,Male,Student,None,NA
8,Bassenthwaite Forks,Stacey,Jackson,51,Head,Married,Female,Tourism officer,None,Methodist
8,Bassenthwaite Forks,Alex,Jackson,53,Husband,Married,Male,Mining engineer,None,Methodist
8,Bassenthwaite Forks,Damien,Jackson,26,Son,Single,Male,Ambulance person,None,None
9,Bassenthwaite Forks,Paul,Richards,44,Head,Divorced,Male,Operational investment banker,None,None
10,Bassenthwaite Forks,Ann,Cameron,32,Head,Married,Female,Advice worker,None,None
10,Bassenthwaite Forks,Mathew,Cameron,34,Husband,Married,Male,Counselling psychologist,None,None
10,Bassenthwaite Forks,Eileen,Holden,64,Sibling,Single,Female,"Therapist, nutritional",None,Catholic
10,Bassenthwaite Forks,Patricia,Carter,51,Lodger,Single,Female,"Engineer, biomedical",None,Christian
11,Bassenthwaite Forks,Adrian,Butler,64,Head,Married,Male,Associate Professor,None,Catholic
11,Bassenthwaite Forks,Katy,Butler,62,Wife,Married,Female,"Education officer, environmental",None,Catholic
11,Bassenthwaite Forks,Sian,Martin-Butler,13,Granddaughter,NA,Female,Student,None,NA
11,Bassenthwaite Forks,Cheryl,Lewis,10,Granddaughter,NA,Female,Student,None,NA
11,Bassenthwaite Forks,Annette,Lewis,8,Granddaughter,NA,Female,Student,None,NA
12,Bassenthwaite Forks,Dorothy,Young,40,Head,Single,Female,Press photographer,None,Catholic
12,Bassenthwaite Forks,Gordon,Thomas,24,None,Single,Male,Financial planner,None,None
13,Bassenthwaite Forks,Bethany,Waters,51,Head,Single,Female,Primary school teacher,None,None
13,Bassenthwaite Forks,Lewis,Long,51,Partner,Single,Male,Web designer,None,None
13,Bassenthwaite Forks,Stanley,Waters,18,Son,Widowed,Male,Student,None,None
13,Bassenthwaite Forks,June,Waters,17,Daughter,NA,Female,Student,None,NA
14,Bassenthwaite Forks,Jemma,Hill,64,Head,Single,Female,Merchant navy officer,None,Christian
14,Bassenthwaite Forks,Julie,Hill,40,Daughter,Single,Female,Chiropractor,None,Christian
14,Bassenthwaite Forks,Katie,Hill,39,Daughter,Single,Female,Quarry manager,None,None
15,Bassenthwaite Forks,Barbara,Williams,31,Head,Single,Female,Intelligence analyst,None,Jewish
15,Bassenthwaite Forks,Sandra,Phillips,32,None,Single,Female,Publishing copy,None,None
15,Bassenthwaite Forks,Alice,Leach,45,None,Single,Female,Unemployed,None,None
16,Bassenthwaite Forks,Chloe,Day,89,Head,Married,Female,Retired Chartered accountant,None,None
16,Bassenthwaite Forks,Martyn,Day,92,Husband,Married,Male,Retired Site engineer,None,None
17,Bassenthwaite Forks,Sheila,Davies,62,Head,Single,Female,Publishing copy,None,Christian
18,Bassenthwaite Forks,Hazel,Brown,48,Head,Single,Female,Licensed conveyancer,None,Christian
18,Bassenthwaite Forks,Samuel,O'Neill,48,Partner,Single,Male,Chartered legal executive (England and Wales),None,Christian
18,Bassenthwaite Forks,Sylvia,Brown,11,Daughter,NA,Female,Student,None,NA
19,Bassenthwaite Forks,Wendy,Smith,36,Head,Married,Female,"Scientist, product/process development",None,Catholic
19,Bassenthwaite Forks,Gerald,Smith,38,Husband,Married,Male,Tree surgeon,None,Catholic
19,Bassenthwaite Forks,Tracey,Smith,8,Daughter,NA,Female,Student,None,NA
19,Bassenthwaite Forks,Margaret,Smith,7,Daughter,NA,Female,Student,None,NA
19,Bassenthwaite Forks,Graeme,Smith,3,Son,NA,Male,Child,None,NA
20,Bassenthwaite Forks,Conor,Barber,50,Head,Single,Male,Medical laboratory scientific officer,None,None
20,Bassenthwaite Forks,Danielle,Hope,45,None,Single,Female,Industrial/product designer,None,Catholic
21,Bassenthwaite Forks,Amy,Taylor,41,Head,Married,Female,Product/process development scientist,None,Catholic
21,Bassenthwaite Forks,Leonard,Taylor,46,Husband,Married,Male,Ranger/warden,None,Catholic
22,Bassenthwaite Forks,Frederick,Smith,33,Head,Divorced,Male,Financial planner,None,None
23,Bassenthwaite Forks,Jake,Simpson,70,Head,Married,Male,"Retired Research officer, trade union",None,Christian
23,Bassenthwaite Forks,Megan,Simpson,65,Wife,Married,Female,Fish farm manager,None,None
24,Bassenthwaite Forks,Julie,Warner,26,Head,Single,Female,Technical author,None,Christian
