House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
5,January Ridge,Naomi,James,67,Head,Widowed,Female,"Designer, graphic",None,None
5,January Ridge,Brandon,James,32,Son,Single,Male,"Scientist, research (physical sciences)",None,None
5,January Ridge,Daniel,James,29,Son,Single,Male,Hotel manager,None,None
6,January Ridge,Lauren,Wall,36,Head,Single,Female,Investment analyst,None,None
7,January Ridge,Keith,Waters,62,Head,Single,Male,Call centre manager,None,Christian
7,January Ridge,Carly,Hill,66,Partner,Single,Female,Research scientist (medical),None,None
1,Newport Drive,Nicole,Whittaker,44,Head,Single,Female,Unemployed,None,Christian
1,Newport Drive,Raymond,Whittaker,3,Son,NA,Male,Child,None,NA
2,Newport Drive,Hayley,Lee,70,Head,Widowed,Female,Unemployed,None,Christian
2,Newport Drive,Ashleigh,Lee,38,Daughter,Single,Female,Operational researcher,None,Christian
2,Newport Drive,Victoria,Lee,37,Daughter,Single,Female,Paramedic,Physical Disability,None
3,Newport Drive,Ellie,Brown,64,Head,Married,Female,Dancer,None,Christian
3,Newport Drive,Andrew,Brown,63,Husband,Married,Male,Occupational psychologist,None,Methodist
4,Newport Drive,Max,Cook,50,Head,Single,Male,Fast food restaurant manager,None,Catholic
4,Newport Drive,Antony,Evans,32,None,Single,Male,Unemployed,None,None
5,Newport Drive,Jacqueline,Gough,34,Head,Married,Female,Software engineer,None,None
5,Newport Drive,Iain,Gough,38,Husband,Married,Male,Musician,None,None
5,Newport Drive,Nigel,Gough,5,Son,NA,Male,Student,None,NA
5,Newport Drive,Deborah,Norris-Gough,2,Daughter,NA,Female,Child,None,NA
5,Newport Drive,Aimee,Norris-Gough,0,Daughter,NA,Female,Child,None,NA
5,Newport Drive,Rosie,Potter,55,Lodger,Widowed,Female,Contractor,None,Christian
6,Newport Drive,Gemma,Hughes,59,Head,Single,Female,Sport and exercise psychologist,None,Methodist
6,Newport Drive,Hannah,Scott,33,None,Single,Female,Information systems manager,None,None
7,Newport Drive,Eileen,Young,67,Head,Widowed,Female,Arts administrator,None,None
7,Newport Drive,Martin,Young,27,Son,Single,Male,"Exhibitions officer, museum/gallery",None,None
7,Newport Drive,Gregory,Young,24,Son,Single,Male,Senior tax professional/tax inspector,None,None
7,Newport Drive,Katy,Young,21,Daughter,Divorced,Female,University Student,None,None
8,Newport Drive,Katy,Riley,70,Head,Married,Female,Retired Research scientist (life sciences),Deaf,Christian
8,Newport Drive,Joe,Riley,70,Husband,Married,Male,"Retired Therapist, sports",None,Christian
9,Newport Drive,Marilyn,Burgess,31,Head,Divorced,Female,Production manager,None,Catholic
9,Newport Drive,Janice,Pope,21,None,Single,Female,"Optician, dispensing",None,None
9,Newport Drive,Anna,Jones,41,None,Single,Female,Medical laboratory scientific officer,None,Methodist
10,Newport Drive,June,Newman,54,Head,Divorced,Female,Unemployed,None,Christian
10,Newport Drive,Norman,Newman,19,Son,Single,Male,University Student,None,None
10,Newport Drive,Jake,Newman,15,Son,NA,Male,Student,None,NA
11,Newport Drive,Bethany,Gibson,63,Head,Married,Female,Statistician,None,None
11,Newport Drive,Anthony,Gibson,63,Husband,Married,Male,Tourism officer,None,None
11,Newport Drive,Christine,Gibson,34,Daughter,Single,Female,Exhibition designer,None,None
12,Newport Drive,Elizabeth,Nash,48,Head,Married,Female,"Administrator, sports",None,Christian
12,Newport Drive,Sam,Nash,51,Husband,Married,Male,"Surveyor, rural practice",None,Christian
13,Newport Drive,Elaine,Holmes,54,Head,Single,Female,Financial manager,None,Methodist
14,Newport Drive,Kirsty,Kennedy,45,Head,Divorced,Female,Software engineer,None,Christian
14,Newport Drive,Frederick,Kennedy,19,Son,Single,Male,University Student,None,Christian
14,Newport Drive,Ross,Kennedy,15,Son,NA,Male,Student,None,NA
14,Newport Drive,Hollie,Kennedy,11,Daughter,NA,Female,Student,None,NA
15,Newport Drive,Tracy,Wright,74,Head,Divorced,Female,Unemployed,None,Christian
15,Newport Drive,Gillian,Wright,39,Daughter,Single,Female,"Nurse, children's",None,Christian
15,Newport Drive,Alex,Wright,35,Son,Single,Male,Museum education officer,None,None
15,Newport Drive,Brenda,Wright,32,Daughter,Single,Female,"Exhibitions officer, museum/gallery",None,Christian
15,Newport Drive,Diane,Wright,31,Daughter,Widowed,Female,"Programme researcher, broadcasting/film/video",None,Christian
16,Newport Drive,Lynne,Cooper,35,Head,Married,Female,Forest/woodland manager,None,Methodist
16,Newport Drive,Ben,Cooper,38,Husband,Married,Male,"Programmer, applications",None,Methodist
16,Newport Drive,Rachael,Cox-Cooper,3,Daughter,NA,Female,Child,None,NA
17,Newport Drive,Josephine,Atkinson,54,Head,Married,Female,Race relations officer,None,None
17,Newport Drive,Jordan,Atkinson,57,Husband,Married,Male,Clothing/textile technologist,None,None
18,Newport Drive,Ruth,White,46,Head,Divorced,Female,Art gallery manager,None,Christian
18,Newport Drive,Zoe,White,15,Daughter,NA,Female,Student,None,NA
1,Wakefield Lane,Paul,Kirby,54,Head,Married,Male,Medical physicist,None,Christian
1,Wakefield Lane,Jemma,Kirby,54,Wife,Married,Female,Futures trader,None,Christian
1,Wakefield Lane,Kimberley,Kirby,23,Daughter,Single,Female,Planning and development surveyor,None,Christian
1,Wakefield Lane,Benjamin,Kirby,19,Son,Divorced,Male,University Student,None,Christian
1,Wakefield Lane,Norman,Kirby,16,Son,NA,Male,Student,None,NA
2,Wakefield Lane,Sophie,Morton,44,Head,Married,Female,Public affairs consultant,None,Christian
2,Wakefield Lane,Leigh,Morton,47,Husband,Married,Male,International aid/development worker,None,Christian
2,Wakefield Lane,Marcus,Morton,5,Son,NA,Male,Student,None,NA
2,Wakefield Lane,Amy,Morton,1,Daughter,NA,Female,Child,None,NA
3,Wakefield Lane,Frank,Nicholson,34,Head,Single,Male,Animator,None,Sikh
3,Wakefield Lane,Louis,Sharpe,21,None,Single,Male,University Student,None,None
3,Wakefield Lane,Caroline,Gough,33,None,Single,Female,Leisure centre manager,None,Christian
3,Wakefield Lane,Howard,Kent,32,None,Single,Male,Curator,None,None
4,Wakefield Lane,Scott,Norris,27,Head,Single,Male,Financial controller,None,Catholic
5,Wakefield Lane,Lynn,Pope,26,Head,Single,Female,Unemployed,None,Catholic
5,Wakefield Lane,Stephen,Pope,4,Son,NA,Male,Child,None,NA
5,Wakefield Lane,Carolyn,Pope,1,Daughter,NA,Female,Child,None,NA
5,Wakefield Lane,Patricia,Harper,45,Lodger,Divorced,Female,Amenity horticulturist,None,Catholic
6,Wakefield Lane,Marian,Roberts,49,Head,Single,Female,Forensic scientist,None,None
6,Wakefield Lane,Allan,Wood,33,None,Single,Male,Osteopath,None,Sikh
6,Wakefield Lane,Alison,Osborne,33,None,Single,Female,Animal technologist,None,None
7,Wakefield Lane,Joseph,Carter,42,Head,Divorced,Male,Unemployed,None,Catholic
7,Wakefield Lane,Lawrence,Carter,7,Son,NA,Male,Student,None,NA
8,Wakefield Lane,Clive,Lyons,32,Head,Divorced,Male,"Chemist, analytical",None,Christian
9,Wakefield Lane,Charlie,Harrison,49,Head,Married,Male,"Biochemist, clinical",None,Methodist
9,Wakefield Lane,Stephanie,Harrison,49,Wife,Married,Female,"Engineer, communications",None,None
9,Wakefield Lane,Pauline,Knowles,19,Step-Daughter,Single,Female,University Student,None,Methodist
9,Wakefield Lane,Albert,Knowles,14,Step-Son,NA,Male,Student,None,NA
9,Wakefield Lane,Alex,Knowles,12,Step-Son,NA,Male,Student,None,NA
9,Wakefield Lane,Lindsey,Kaur,8,Step-Daughter,NA,Female,Student,None,NA
10,Wakefield Lane,Julie,Taylor,20,Head,Single,Female,University Student,None,None
10,Wakefield Lane,Danny,Harrison,20,None,Single,Male,University Student,None,None
10,Wakefield Lane,Kayleigh,Pope,22,None,Single,Female,University Student,None,None
10,Wakefield Lane,Elliott,Roberts,20,None,Single,Male,University Student,None,Christian
11,Wakefield Lane,Jeffrey,Davidson,35,Head,Married,Male,Quantity surveyor,None,Catholic
11,Wakefield Lane,Wendy,Davidson,23,Wife,Married,Female,Biomedical scientist,None,None
11,Wakefield Lane,Kayleigh,Pearce,31,Lodger,Single,Female,Barrister's clerk,None,None
11,Wakefield Lane,Colin,Lee,36,Sibling,Single,Male,Holiday representative,None,Christian
12,Wakefield Lane,Diana,Hamilton,32,Head,Divorced,Female,Unemployed,None,Christian
12,Wakefield Lane,Cheryl,Rogers,37,Lodger,Divorced,Female,Planning and development surveyor,None,Christian
12,Wakefield Lane,Leon,Dobson,46,Lodger,Single,Male,"Surveyor, commercial/residential",None,Christian
12,Wakefield Lane,Iain,Wilson,38,Lodger,Single,Male,"Psychologist, counselling",None,Methodist
12,Wakefield Lane,Debra,Williams,57,Lodger,Single,Female,IT consultant,None,Christian
12,Wakefield Lane,Ruth,Rogers,36,Lodger,Single,Female,Data scientist,None,Catholic
12,Wakefield Lane,Amber,Henry,47,Lodger,Single,Female,"Administrator, Civil Service",None,None
13,Wakefield Lane,Margaret,Reynolds,21,Head,Married,Female,University Student,None,None
13,Wakefield Lane,Mohammed,Reynolds,19,Husband,Married,Male,University Student,None,None
14,Wakefield Lane,Leanne,Stephens,32,Head,Single,Female,Unemployed,None,None
14,Wakefield Lane,Kathleen,Knight,36,None,Single,Female,Leisure centre manager,None,None
14,Wakefield Lane,George,Ashton,37,None,Single,Male,Higher education careers adviser,None,Methodist
14,Wakefield Lane,Lee,Woodward,21,None,Single,Male,University Student,None,Christian
15,Wakefield Lane,Zoe,Payne,75,Head,Married,Female,Retired Occupational psychologist,None,Christian
15,Wakefield Lane,Joel,Payne,74,Husband,Married,Male,Retired Social researcher,None,Christian
15,Wakefield Lane,Donald,Payne,40,Son,Single,Male,Data scientist,None,Christian
15,Wakefield Lane,Allan,Payne,36,Son,Single,Male,"Psychologist, educational",None,Christian
16,Wakefield Lane,James,Pearson,57,Head,Married,Male,Community arts worker,None,Christian
16,Wakefield Lane,Jade,Pearson,57,Wife,Married,Female,Freight forwarder,None,Christian
16,Wakefield Lane,Denis,Pearson,27,Son,Single,Male,Waste management officer,None,None
16,Wakefield Lane,Brenda,Pearson,24,Daughter,Single,Female,Exhibition designer,None,Christian
17,Wakefield Lane,Katy,Edwards,55,Head,Married,Female,Multimedia specialist,None,Christian
17,Wakefield Lane,Jeffrey,Edwards,58,Husband,Married,Male,Unemployed,None,None
17,Wakefield Lane,Reece,Edwards,23,Son,Divorced,Male,Historic buildings inspector/conservation officer,None,Christian
17,Wakefield Lane,Charlotte,Edwards,16,Daughter,NA,Female,Student,None,NA
18,Wakefield Lane,Trevor,Yates,47,Head,Married,Male,Fish farm manager,None,None
18,Wakefield Lane,Andrea,Yates,45,Wife,Married,Female,Purchasing manager,None,None
18,Wakefield Lane,Ashleigh,Yates,12,Daughter,NA,Female,Student,None,NA
18,Wakefield Lane,Melanie,Yates,8,Daughter,NA,Female,Student,None,NA
19,Wakefield Lane,Diana,Smith,23,Head,Widowed,Female,Chiropodist,None,Methodist
20,Wakefield Lane,Kim,Thompson,38,Head,Married,Female,Biomedical scientist,None,Catholic
20,Wakefield Lane,Simon,Thompson,38,Husband,Married,Male,Unemployed,None,None
20,Wakefield Lane,Shaun,Doherty,6,Step-Son,NA,Male,Student,None,NA
20,Wakefield Lane,Harriet,Pugh,31,Lodger,Single,Female,Mining engineer,Blind,Sikh
21,Wakefield Lane,Dawn,Price,48,Head,Divorced,Female,"Engineer, maintenance",None,Catholic
21,Wakefield Lane,Shane,Price,7,Son,NA,Male,Student,None,NA
22,Wakefield Lane,Robin,Smith,63,Head,Single,Male,Air traffic controller,None,None
22,Wakefield Lane,Conor,Scott,47,None,Single,Male,"Surveyor, planning and development",None,None
22,Wakefield Lane,Justin,Howard,63,None,Single,Male,"Engineer, control and instrumentation",None,Christian
22,Wakefield Lane,Victoria,Watson,57,None,Single,Female,"Lecturer, higher education",None,Christian
22,Wakefield Lane,Alex,Baker,19,None,Single,Male,University Student,None,None
22,Wakefield Lane,Georgina,Cooper,27,None,Single,Female,Commissioning editor,None,None
22,Wakefield Lane,Aaron,Gordon,30,None,Single,Male,Counselling psychologist,None,None
23,Wakefield Lane,Elaine,Moss,50,Head,Married,Female,Optometrist,None,Catholic
23,Wakefield Lane,Robin,Moss,51,Husband,Married,Male,"Engineer, energy",None,Catholic
23,Wakefield Lane,Elaine,Moss,16,Daughter,NA,Female,Student,None,NA
23,Wakefield Lane,David,Moss,14,Son,NA,Male,Student,None,NA
23,Wakefield Lane,Ryan,Moss,7,Son,NA,Male,Student,None,NA
23,Wakefield Lane,Anne,Moss,5,Daughter,NA,Female,Student,None,NA
24,Wakefield Lane,Jamie,Young,53,Head,Married,Male,Unemployed,None,Methodist
24,Wakefield Lane,Jemma,Young,51,Wife,Married,Female,Merchant navy officer,None,Methodist
24,Wakefield Lane,Robin,Young,21,Son,Single,Male,University Student,None,Methodist
24,Wakefield Lane,Rita,Young,18,Daughter,Single,Female,Student,None,None
24,Wakefield Lane,Katy,Young,14,Daughter,NA,Female,Student,None,NA
1,Corporation Summit,Natalie,Scott,29,Head,Single,Female,Land,None,None
1,Corporation Summit,Sheila,Scott,5,Daughter,NA,Female,Student,None,NA
2,Corporation Summit,Hannah,Hughes,41,Head,Married,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Methodist
2,Corporation Summit,Joshua,Hughes,46,Husband,Married,Male,Unemployed,None,Methodist
2,Corporation Summit,Pauline,Pearce-Hughes,6,Daughter,NA,Female,Student,None,NA
3,Corporation Summit,Melissa,Clark,67,Head,Married,Female,Phytotherapist,None,Methodist
3,Corporation Summit,Russell,Clark,68,Husband,Married,Male,"Retired Merchandiser, retail",None,Methodist
3,Corporation Summit,Eleanor,Clark,8,Granddaughter,NA,Female,Student,None,NA
3,Corporation Summit,Anne,Clark,8,Granddaughter,NA,Female,Student,None,NA
4,Corporation Summit,Lisa,Holland,28,Head,Single,Female,Unemployed,None,Christian
4,Corporation Summit,Gareth,Rice,30,Partner,Single,Male,"Administrator, charities/voluntary organisations",None,Christian
4,Corporation Summit,Douglas,Lane,60,Visitor,Single,Male,Chartered management accountant,None,None
4,Corporation Summit,Amanda,Wilkinson,52,Lodger,Single,Female,Radiation protection practitioner,None,Methodist
4,Corporation Summit,Natalie,Fry,49,Lodger,Single,Female,Educational psychologist,None,Christian
1,Embassy Avenue,Sophie,Harding,39,Head,Married,Female,Actuary,None,Christian
1,Embassy Avenue,Antony,Harding,42,Husband,Married,Male,Recruitment consultant,None,Christian
1,Embassy Avenue,Gareth,Harding,17,Son,NA,Male,Student,None,NA
1,Embassy Avenue,Kyle,Harding,10,Son,NA,Male,Student,None,NA
2,Embassy Avenue,Karen,Cunningham,39,Head,Married,Female,Food technologist,None,None
2,Embassy Avenue,Clive,Cunningham,40,Husband,Married,Male,Statistician,None,None
2,Embassy Avenue,Vanessa,Cunningham,9,Daughter,NA,Female,Student,None,NA
3,Embassy Avenue,Nicole,Pugh,55,Head,Married,Female,Electronics engineer,None,Christian
3,Embassy Avenue,Hugh,Pugh,57,Husband,Married,Male,Mudlogger,None,None
3,Embassy Avenue,Katie,Pugh,31,Daughter,Single,Female,Dramatherapist,None,None
4,Embassy Avenue,Marc,Barker,37,Head,Married,Male,"Editor, commissioning",None,Christian
4,Embassy Avenue,Valerie,Barker,37,Wife,Married,Female,Cabin crew,None,Christian
4,Embassy Avenue,Bethany,Mills,7,Neice,NA,Female,Student,None,NA
4,Embassy Avenue,Jacob,Wells,49,Lodger,Single,Male,"Engineer, building services",None,Catholic
4,Embassy Avenue,Oliver,Sharp,62,Lodger,Single,Male,Location manager,None,Christian
5,Embassy Avenue,Stanley,Richardson,55,Head,Married,Male,Insurance broker,None,Christian
5,Embassy Avenue,Melissa,Richardson,53,Wife,Married,Female,Toxicologist,None,Christian
5,Embassy Avenue,Kyle,Richardson,15,Son,NA,Male,Student,None,NA
6,Embassy Avenue,Dominic,Harrison,58,Head,Single,Male,"Designer, textile",None,None
6,Embassy Avenue,Lawrence,Harding,34,None,Single,Male,"Engineer, communications",None,None
6,Embassy Avenue,Dean,George,54,None,Single,Male,Press sub,None,Methodist
6,Embassy Avenue,Dawn,Campbell,21,None,Single,Female,University Student,None,None
7,Embassy Avenue,Barbara,Foster,48,Head,Divorced,Female,Materials engineer,None,Catholic
7,Embassy Avenue,Caroline,Foster,15,Daughter,NA,Female,Student,None,NA
7,Embassy Avenue,Cheryl,Foster,15,Daughter,NA,Female,Student,None,NA
8,Embassy Avenue,Hazel,Price,39,Head,Married,Female,"Surveyor, mining",None,Methodist
8,Embassy Avenue,Charlie,Price,40,Husband,Married,Male,Analytical chemist,None,Methodist
8,Embassy Avenue,Terence,Price,14,Son,NA,Male,Student,None,NA
9,Embassy Avenue,Sophie,Edwards,46,Head,Single,Female,Air broker,None,Catholic
9,Embassy Avenue,Connor,Davies,47,Partner,Single,Male,Sports coach,None,None
10,Embassy Avenue,Anne,Gibbons,51,Head,Married,Female,Metallurgist,None,Christian
10,Embassy Avenue,Daniel,Gibbons,54,Husband,Married,Male,Careers adviser,None,Christian
10,Embassy Avenue,Alex,Gibbons,23,Son,Single,Male,Commercial/residential surveyor,None,None
10,Embassy Avenue,Lewis,Gibbons,12,Son,NA,Male,Student,None,NA
11,Embassy Avenue,Abbie,Browne,43,Head,Single,Female,Unemployed,None,Catholic
11,Embassy Avenue,Colin,Burton,44,Partner,Single,Male,"Surveyor, hydrographic",None,Catholic
11,Embassy Avenue,Eric,Browne,10,Son,NA,Male,Student,None,NA
12,Embassy Avenue,Susan,Lewis,57,Head,Married,Female,International aid/development worker,None,None
12,Embassy Avenue,Jeremy,Lewis,57,Husband,Married,Male,Health service manager,None,None
12,Embassy Avenue,Danielle,Lewis,29,Daughter,Single,Female,International aid/development worker,None,None
12,Embassy Avenue,Joan,Giles,28,Daughter,Single,Female,IT technical support officer,None,None
12,Embassy Avenue,Joel,Giles,2,Son,NA,Male,Child,None,NA
13,Embassy Avenue,Helen,Stone,39,Head,Divorced,Female,Unemployed,None,None
13,Embassy Avenue,Jayne,Stone,16,Daughter,NA,Female,Student,None,NA
13,Embassy Avenue,Lynda,Stone,13,Daughter,NA,Female,Student,None,NA
14,Embassy Avenue,Natasha,Robinson,48,Head,Married,Female,"Geneticist, molecular",None,Christian
14,Embassy Avenue,Alan,Robinson,48,Husband,Married,Male,"Therapist, horticultural",None,Christian
14,Embassy Avenue,Clare,Robinson,14,Daughter,NA,Female,Student,None,NA
15,Embassy Avenue,Rosie,Kelly,43,Head,Married,Female,Community pharmacist,None,None
15,Embassy Avenue,Nathan,Kelly,41,Husband,Married,Male,Civil Service administrator,None,None
15,Embassy Avenue,Victor,Newman-Kelly,12,Son,NA,Male,Student,None,NA
16,Embassy Avenue,Ruth,James,49,Head,Widowed,Female,Unemployed,None,Christian
16,Embassy Avenue,Stacey,James,7,Daughter,NA,Female,Student,None,NA
16,Embassy Avenue,Adam,James,4,Son,NA,Male,Child,None,NA
16,Embassy Avenue,Pamela,James,2,Daughter,NA,Female,Child,None,NA
16,Embassy Avenue,Sean,Moss,33,Lodger,Single,Male,"Biochemist, clinical",None,Muslim
17,Embassy Avenue,Lisa,Garner,51,Head,Married,Female,Communications engineer,None,Christian
17,Embassy Avenue,Sean,Garner,54,Husband,Married,Male,Technical sales engineer,None,Christian
17,Embassy Avenue,Holly,Garner,28,Daughter,Single,Female,Occupational hygienist,None,None
17,Embassy Avenue,Steven,Garner,27,Son,Single,Male,"Designer, blown glass/stained glass",None,None
18,Embassy Avenue,Alison,Roberts,48,Head,Married,Female,Psychiatric nurse,None,Christian
18,Embassy Avenue,Neil,Roberts,55,Husband,Married,Male,Broadcast journalist,None,Christian
18,Embassy Avenue,Sheila,Roberts,7,Adopted Daughter,NA,Female,Student,None,NA
19,Embassy Avenue,Jason,Bentley,51,Head,Married,Male,Advertising account planner,None,Christian
19,Embassy Avenue,Jasmine,Bentley,51,Wife,Married,Female,Higher education lecturer,None,None
19,Embassy Avenue,Naomi,Wong,61,Cousin,Single,Female,Exhibition designer,None,Christian
20,Embassy Avenue,Katherine,Macdonald,51,Head,Married,Female,Medical technical officer,None,None
20,Embassy Avenue,Darren,Macdonald,58,Husband,Married,Male,Product designer,None,None
20,Embassy Avenue,Terry,Macdonald,17,Son,NA,Male,Student,None,NA
21,Embassy Avenue,Julia,West,45,Head,Divorced,Female,Patent examiner,None,Catholic
21,Embassy Avenue,Geraldine,West,9,Daughter,NA,Female,Student,None,NA
22,Embassy Avenue,Patricia,Thompson,36,Head,Single,Female,Fisheries officer,None,None
22,Embassy Avenue,Tina,Hall,49,None,Single,Female,Hydrologist,None,None
22,Embassy Avenue,Norman,Atkinson,34,None,Single,Male,Lobbyist,None,Christian
22,Embassy Avenue,Christian,Cox,28,None,Single,Male,Lawyer,None,Methodist
22,Embassy Avenue,Josh,Kent,37,None,Single,Male,Technical author,None,None
23,Embassy Avenue,Alison,Barnes,41,Head,Single,Female,Medical laboratory scientific officer,None,Christian
23,Embassy Avenue,Marilyn,Barnes,11,Daughter,NA,Female,Student,None,NA
24,Embassy Avenue,Lydia,Lewis,49,Head,Married,Female,Landscape architect,None,None
24,Embassy Avenue,Russell,Lewis,49,Husband,Married,Male,Equality and diversity officer,None,None
24,Embassy Avenue,Sylvia,Lewis,13,Daughter,NA,Female,Student,None,NA
25,Embassy Avenue,Heather,Kelly,45,Head,Married,Female,"Pharmacist, community",None,Christian
25,Embassy Avenue,Ronald,Kelly,49,Husband,Married,Male,"Engineer, petroleum",None,Christian
25,Embassy Avenue,Lynne,Kelly,24,Daughter,Single,Female,"Accountant, chartered public finance",None,Christian
25,Embassy Avenue,Jack,Kelly,21,Son,Single,Male,Unemployed,None,Christian
25,Embassy Avenue,Francesca,Kelly,18,Daughter,Single,Female,Student,None,None
26,Embassy Avenue,Donna,Thomas,33,Head,Divorced,Female,"Programme researcher, broadcasting/film/video",None,Sikh
27,Embassy Avenue,Anna,Harrison,63,Head,Single,Female,Leisure centre manager,None,Christian
27,Embassy Avenue,Neil,Shaw,56,None,Single,Male,Teaching laboratory technician,None,None
27,Embassy Avenue,Chloe,Lewis,34,None,Single,Female,Publishing copy,None,Christian
27,Embassy Avenue,Joanne,Grant,20,None,Single,Female,University Student,None,Methodist
27,Embassy Avenue,Beverley,Brady,28,None,Single,Female,"Surveyor, planning and development",None,None
28,Embassy Avenue,Olivia,Price,61,Head,Married,Female,Paramedic,None,Catholic
28,Embassy Avenue,Denis,Price,58,Husband,Married,Male,Chartered public finance accountant,None,Catholic
28,Embassy Avenue,Lawrence,Price,29,Son,Single,Male,"Therapist, occupational",None,Catholic
28,Embassy Avenue,Garry,Price,4,Son,NA,Male,Child,None,NA
29,Embassy Avenue,Charlotte,Pritchard,46,Head,Single,Female,Commercial art gallery manager,None,None
29,Embassy Avenue,Gavin,Nelson,48,Partner,Single,Male,"Psychologist, sport and exercise",None,None
29,Embassy Avenue,Billy,Pritchard,19,Son,Single,Male,University Student,None,None
29,Embassy Avenue,Dawn,Pritchard,16,Daughter,NA,Female,Student,None,NA
29,Embassy Avenue,Lauren,Pritchard,14,Daughter,NA,Female,Student,None,NA
30,Embassy Avenue,Linda,Butler,37,Head,Married,Female,Intelligence analyst,None,Christian
30,Embassy Avenue,Sam,Butler,39,Husband,Married,Male,Gaffer,None,None
30,Embassy Avenue,Pamela,Butler,10,Adopted Daughter,NA,Female,Student,None,NA
30,Embassy Avenue,Donald,Butler,6,Son,NA,Male,Student,None,NA
30,Embassy Avenue,Georgina,Butler,2,Daughter,NA,Female,Child,None,NA
31,Embassy Avenue,Alice,Thomas,25,Head,Married,Female,Retail banker,None,Christian
31,Embassy Avenue,Clive,Thomas,28,Husband,Married,Male,Lobbyist,None,Christian
31,Embassy Avenue,Dale,Hargreaves,29,Lodger,Single,Male,Oceanographer,None,None
31,Embassy Avenue,Gerard,Miles,55,Visitor,Single,Male,Web designer,None,Christian
32,Embassy Avenue,Lindsey,O'Connor,60,Head,Married,Female,"Conservator, furniture",None,None
32,Embassy Avenue,Max,O'Connor,57,Husband,Married,Male,"Engineer, chemical",None,None
32,Embassy Avenue,Adam,O'Connor,21,Son,Single,Male,University Student,None,None
32,Embassy Avenue,Roger,O'Connor,19,Son,Single,Male,University Student,None,None
32,Embassy Avenue,Lee,O'Connor,15,Son,NA,Male,Student,None,NA
33,Embassy Avenue,Diana,Smith,22,Head,Single,Female,University Student,None,Catholic
34,Embassy Avenue,Alexander,Baker,50,Head,Single,Male,"Designer, graphic",None,Methodist
34,Embassy Avenue,Steven,Moore,53,None,Single,Male,Exercise physiologist,None,Christian
34,Embassy Avenue,Darren,Davies,58,None,Single,Male,Medical sales representative,None,Catholic
34,Embassy Avenue,George,Baker,20,None,Single,Male,University Student,None,None
35,Embassy Avenue,Cameron,Sanderson,59,Head,Single,Male,Insurance risk surveyor,None,None
35,Embassy Avenue,Duncan,Holmes,13,Grandson,NA,Male,Student,None,NA
36,Embassy Avenue,Terence,Abbott,55,Head,Single,Male,Marketing executive,None,Christian
36,Embassy Avenue,Samantha,Abbott,33,Daughter,Single,Female,"Librarian, public",None,Christian
36,Embassy Avenue,Sheila,Abbott,29,Daughter,Single,Female,Technical brewer,None,Christian
36,Embassy Avenue,Fiona,Abbott,29,Daughter,Single,Female,"Surveyor, rural practice",None,None
37,Embassy Avenue,Tracy,Walker,54,Head,Single,Female,Adult nurse,None,Christian
37,Embassy Avenue,Danielle,Walker,15,Daughter,NA,Female,Student,None,NA
37,Embassy Avenue,Gregory,Walker,12,Son,NA,Male,Student,None,NA
37,Embassy Avenue,Toby,Walker,9,Son,NA,Male,Student,None,NA
38,Embassy Avenue,Alexander,Smith,30,Head,Single,Male,Unemployed,None,None
38,Embassy Avenue,Henry,Jones,35,None,Single,Male,Textile designer,None,None
38,Embassy Avenue,Yvonne,Thomas,46,None,Single,Female,Agricultural engineer,None,Catholic
39,Embassy Avenue,Jemma,Smith,32,Head,Married,Female,Theatre director,None,None
39,Embassy Avenue,Albert,Roberts,37,Husband,Married,Male,Unemployed,None,None
39,Embassy Avenue,Louis,Smith,5,Son,NA,Male,Student,None,NA
40,Embassy Avenue,Victoria,Clarke,49,Head,Married,Female,Microbiologist,None,Methodist
40,Embassy Avenue,Martin,Clarke,51,Husband,Married,Male,"Surveyor, hydrographic",None,None
40,Embassy Avenue,Bradley,Clarke,26,Son,Single,Male,Television floor manager,None,Methodist
40,Embassy Avenue,Elliot,Clarke,0,Son,NA,Male,Child,None,NA
41,Embassy Avenue,Georgia,Turner,73,Head,Married,Female,Retired Private music teacher,None,Christian
41,Embassy Avenue,Richard,Turner,77,Husband,Married,Male,Retired Armed forces technical officer,None,Christian
41,Embassy Avenue,Alice,Turner,39,Daughter,Divorced,Female,Charity fundraiser,None,Christian
1,Hangar Avenue,Sandra,Coles,71,Head,Widowed,Female,Retired Television floor manager,None,None
2,Hangar Avenue,Iain,Edwards,21,Head,Divorced,Male,University Student,None,Christian
3,Hangar Avenue,Alice,Smith,40,Head,Single,Female,"Administrator, arts",None,None
4,Hangar Avenue,Kirsty,O'Neill,38,Head,Single,Female,Educational psychologist,None,Catholic
4,Hangar Avenue,Paul,Miller,32,None,Single,Male,Quality manager,None,None
5,Hangar Avenue,Ross,Clark,37,Head,Divorced,Male,Applications developer,None,Christian
6,Hangar Avenue,Dean,Barnes,27,Head,Divorced,Male,Human resources officer,None,None
7,Hangar Avenue,Lydia,Marshall,76,Head,Widowed,Female,Retired Cytogeneticist,None,Christian
8,Hangar Avenue,Raymond,Vincent,66,Head,Widowed,Male,Air traffic controller,None,Christian
9,Hangar Avenue,Amber,Butler,42,Head,Single,Female,Tourist information centre manager,None,None
10,Hangar Avenue,Sophie,Clayton,68,Head,Widowed,Female,"Retired Designer, furniture",None,Catholic
